	x_1	x_2	x_3	x_4	x_5	x_6	x_7	x_8	x_9	x_10	y
0	-4.028237594792373	-2.6869423871470297	1.2641194055962106	-3.14413467629024	-2.8794227919869577	-2.168830884715058	-2.8455555119558635	-3.341972082368639	-2.605789657806966	-2.2798524084167826	55.649095389135255
1	-3.2188270570255106	-3.1616774853701095	2.0034618400487068	-2.7107148817478066	-2.8310740019647933	-3.171705499751023	-3.3237610506951634	-3.153514068184817	-2.5721671614541655	-3.153284179954451	55.276132038871225
2	-4.1480771214496395	-2.8467755819233678	2.909815446501818	-2.980759004393364	-3.59658063471438	-3.644352717919891	-3.411405398348063	-3.403839572313709	-1.743336066258831	-3.3219018832487333	55.262674274711344
3	-3.568225489482417	-2.4745140664304164	0.8334034456965327	-2.8970664660223737	-2.931069841924351	-2.3577890576653266	-2.6994762906048635	-3.3270221171514267	-2.6949162043524515	-2.564932663638187	55.26189052509875
4	-3.5493589285773703	-2.870167461869359	1.6403321889581743	-3.454007976652428	-3.0758175404075185	-3.0752186841060447	-2.7797112287621566	-3.4226173464494303	-2.3610520654856364	-3.428679234185969	54.664016662277064
5	-4.2651824152814575	-2.9904083052171972	1.9559923914897757	-3.2736230235576267	-3.1870560710969706	0.2883077856487352	-2.1210147956645042	-3.336574196479325	-2.8385562904401582	-3.716053536293691	54.65184317522579
6	-3.192166222240933	-2.672210552087225	1.1737144048843535	-3.2897718944697045	-3.0950489841923816	-2.8824645994148352	-2.3701804094502656	-3.149612172508035	-2.1339788968370197	-2.9773834894537816	54.53766410206231
7	-3.1659017237541756	-2.922935896094304	0.4519431077553381	-2.8084144120900523	-2.8756280298420833	-1.3749656076824257	-3.2383849491398298	-3.275567139400339	-1.7027303351120884	-3.290210619521338	54.5179519046551
8	-3.4935169349275204	-2.9808931564198815	1.7941537911634344	-3.133397164091816	-3.1439107363419048	0.36757456526605736	-1.5976542507124711	-2.715210881846782	-2.769262471079792	-2.932543315607563	54.32246210744764
9	-2.3161859685789126	-3.0153102694848655	-0.6642797427311731	-2.9009068185502582	-3.0747609528182385	-3.2877366010381626	-0.7556856886161455	-3.281943202044206	-2.2625106378297963	-3.339450040683808	54.21022930838357
10	-3.175032868172312	-3.0498731682942615	0.3480742678171976	-2.8261258300895764	-2.89329926978779	-1.4104528435012307	-3.2491309551878778	-3.3796312132212263	-1.7181920739669374	-3.382000287811841	54.196119376121985
11	-3.1544181668286493	-3.004656972611183	0.34791474734102446	-2.8467156217062413	-2.8037061896783175	-1.4349216421772533	-3.210349760779593	-3.361866181520411	-2.152633245585208	-3.401716364134456	54.14410003850912
12	-3.9670828257696975	-2.8434592955325164	-3.507195469540793	-3.5565677815773666	-3.4682823361631256	0.35889403254733415	-2.6689020952052362	-3.2638179662903406	-2.389972111153018	-2.9650793164202063	54.08976990131573
13	-3.8177473856604016	-2.7093846747562944	-1.0566029389917924	-3.687624379044291	-3.3753634973782893	-3.1362303837011747	-2.6056093788079284	-3.335263721556206	-1.6480353477103946	-2.5579395329760146	53.974168212371474
14	-3.8699506755945823	-2.670476841295124	0.22342038709348555	-3.33368527953628	-2.967121658594238	0.16446204995536887	-0.4347717395448738	-2.724205867925648	-2.656602190590046	-2.765800198645749	53.87981267385702
15	1.602588939616823	-3.059466787935625	2.333740002405693	-3.229629527163331	-3.488053606368692	-3.1621181376589256	-1.3263222801005825	-3.3842783733083754	-2.41840143226391	-2.9060615472574614	53.848036596101934
