	x_1	x_2	x_3	x_4	x_5	x_6	x_7	x_8	x_9	x_10	y
0	5.055987678886727	4.84391144049417	5.61956228914044	6.552832783894243	4.931064520614266	4.885841595086139	4.645817520243358	3.453669752273418	3.7944775050819537	5.825841965101861	24.247310766109376
1	5.377292446742966	4.501721764927398	6.358141932498624	4.352422034772732	5.246516606599311	6.246199420100886	3.737336093199807	4.924967843969992	3.972431850440283	4.050076200896129	24.22329364770131
2	4.74849883843959	5.172273938691777	5.396419248633069	3.5582812557836094	4.223285740212885	5.1897886081610745	5.851463348579137	6.5384335939554115	6.323683971506144	5.889603609264426	24.1359738725258
3	3.043241220807283	4.431421191375607	5.456737508042203	4.986754319977486	4.846720731392253	4.79387876424872	6.320137115855841	4.806523832165945	4.232479214007656	3.4308669911546676	24.073777458020803
4	2.892307784547236	5.093160835223266	4.699416337076514	5.05267197002982	4.721347339793167	5.02341975391641	4.88413533478227	5.996817088408007	6.448957333346196	3.75364260558518	24.066915807381672
5	4.167653812887872	5.389941900197116	6.0450628027749325	3.4115469143620505	4.137403997245868	3.577095977750514	4.172609293398734	4.951391988161019	5.466259067582818	3.7130931245663534	24.029624501411774
6	4.545745520114956	4.909966202066368	5.163351805039217	3.604786657105543	5.118827873046928	5.750592548892967	5.457377106334321	6.450672119495407	5.8543587925115315	7.1888981526254385	23.94011193627227
7	4.998363936560897	6.315740898232668	5.898712653853387	5.058388813530332	6.361999658336638	6.305235312548913	5.968776638743398	5.534228313403036	6.820731918960602	5.4519112410305155	23.902547142160945
8	4.076125398177229	4.090544697104731	4.080349740600958	5.505461013330674	7.2452219274764875	3.589641070285262	5.3705719764965885	4.757561030639806	5.611168163658508	4.258362819125683	23.898009967275154
9	6.043599368981391	4.668341346993041	6.258703776539611	3.68755801735491	4.354105782315229	5.436645815153281	4.23631962817013	4.9857736846153236	4.331957876253323	2.771586388725325	23.889148039791657
10	6.926195366655959	5.180353732613583	3.504112077880406	4.586519790452575	6.000328788982169	4.104051894577674	3.8535176083999123	6.5080348219482165	5.039714869343558	5.258399440266854	23.83521486136304
11	6.53832202482732	4.335607836117854	5.4241974333705025	5.150959371986461	3.7903163670153965	4.433039230729869	4.894983443034726	6.774184584725375	6.745453567276797	4.281591476159638	23.83277019126933
12	3.5200217783603094	5.63867864921856	5.0045582650086855	3.9655863108032725	4.338951743693459	5.305970321033003	6.285078194613115	5.029655120338575	7.4046418003442165	5.250408638457503	23.82164211360238
13	5.46887753207099	6.520729990096488	5.608061410140674	6.530491649261934	5.648347136585518	4.657942660404706	4.771995517909671	6.295942421706189	5.874391263066108	6.893432576875563	23.815384609427092
14	7.0498824334335435	5.504314925522063	3.5764284125781964	4.332132383168777	6.4635930234574275	4.268514072759251	4.08311962101662	4.077706440014945	5.160631098152632	4.289927790192436	23.815243719968997
15	6.173220274913586	6.461348085238357	3.910692904969356	4.509745945715708	4.042817792342826	4.285040242095215	3.3368925972345993	6.279522727321369	5.430708792900405	4.020188077202934	23.812498682908306
