Line Name,Type,0.0
0,x_1,5.907207825025305
1,x_1,2.6987816794414314
2,x_1,-0.7411859634643134
3,x_1,-1.9007499110556219
4,x_1,5.950166814129428
5,x_1,6.484861742591994
6,x_1,-2.8906152736670823
7,x_1,-4.461959524016164
8,x_1,9.344718818887454
9,x_1,9.856609879235558
10,x_1,0.03928192511903106
11,x_1,1.1579147886789416
12,x_1,-0.16084272106477293
13,x_1,-4.002704156484677
14,x_1,0.9970852340591092
15,x_1,5.504177836123162
16,x_1,5.356749523185314
17,x_1,-2.665488745327422
18,x_1,5.736532180196681
19,x_1,0.5246423756582601
20,x_1,2.9208145064568978
21,x_1,-4.697842783089187
22,x_1,6.9550917244591695
23,x_1,-2.531062391417956
24,x_1,3.609652662164958
25,x_1,7.649702832810446
26,x_1,0.5674874611833545
27,x_1,6.183486764275322
28,x_1,6.745861593617095
29,x_1,-0.46017553888563967
30,x_1,7.337846789060455
31,x_1,9.132449916644624
32,x_1,4.686671057537664
33,x_1,7.478490420468635
34,x_1,1.4831858044669097
35,x_1,9.072158016890315
36,x_1,-1.7045110211982215
37,x_1,-4.913494640171336
38,x_1,4.780229256700947
39,x_1,-2.9840389270238137
40,x_1,8.58935197362423
41,x_1,4.504071175771232
42,x_1,0.18668366690411364
43,x_1,-2.2261146393870055
44,x_1,-3.3893860871343984
45,x_1,4.024205103758257
46,x_1,2.2347070954565273
47,x_1,-3.3406408897102584
48,x_1,3.16272171822442
49,x_1,2.4104815949775737
50,x_1,7.96010562502517
51,x_1,-3.5864997283770204
52,x_1,-4.843947375971045
53,x_1,6.366973132601512
54,x_1,2.025046601571276
55,x_1,7.158554037100544
56,x_1,2.9680581368183647
57,x_1,-2.120537117619197
58,x_1,8.258761367584343
59,x_1,-4.2606290719976805
60,x_1,7.895398271842627
61,x_1,1.7025799677753017
62,x_1,-0.6471266771673125
63,x_1,0.8347579699876047
64,x_1,2.060516220946189
65,x_1,-1.4559006597363986
66,x_1,8.767520434007391
67,x_1,-3.924540735713461
68,x_1,9.577668857658981
69,x_1,5.048794412085796
70,x_1,1.7602675678849025
71,x_1,5.177033083664343
72,x_1,-3.7397169200163907
73,x_1,-0.2054959519330941
74,x_1,-0.9634091424178362
75,x_1,3.28507192496396
76,x_1,2.626699886363534
77,x_1,3.4059087750539234
78,x_1,4.334499063094487
79,x_1,9.775854511567205
